iter	Logloss
0	0.07812590651
1	0.07513941575
2	0.07212642842
3	0.07124948729
4	0.07067346087
5	0.07023746784
6	0.0699146173
7	0.06954031319
8	0.06934338898
9	0.0689640416
10	0.06872562328
11	0.0686125228
12	0.06822156902
13	0.06793417889
14	0.0677514847
15	0.06762280764
16	0.06753295897
17	0.06725494376
18	0.06719074192
19	0.06705496303
20	0.06694170167
21	0.06682005296
22	0.06665881204
23	0.06647502635
24	0.0663977463
25	0.06633107665
26	0.06618158998
27	0.06593380253
28	0.06580910725
29	0.06576517587
30	0.06568181048
31	0.06555813282
32	0.06548705281
33	0.06534548649
34	0.06525819815
35	0.06515463674
36	0.0650772311
37	0.06492724621
38	0.06483118144
39	0.06477505651
40	0.06462261261
41	0.0644802427
42	0.06441884831
43	0.06436958269
44	0.0643072872
45	0.06421545055
46	0.06407019858
47	0.06398980941
48	0.06391257761
49	0.06384990076
50	0.06379390633
51	0.06373971678
52	0.06370364245
53	0.06363253473
54	0.06358111046
55	0.06342889178
56	0.06339341183
57	0.06327609769
58	0.06321989237
59	0.06316010882
60	0.06305735406
61	0.06297025807
62	0.06289964589
63	0.06280793584
64	0.06270828939
65	0.06266751457
66	0.06258331092
67	0.06251151123
68	0.06247044373
69	0.06244370569
70	0.06239577319
71	0.06231470474
72	0.06224281058
73	0.06221311328
74	0.06215720868
75	0.06211366959
76	0.06201247532
77	0.06198140117
78	0.0619584834
79	0.06183865062
80	0.06176461488
81	0.06171306486
82	0.06166901615
83	0.0616384015
84	0.06158797466
85	0.06153388534
86	0.06148921295
87	0.0614533294
88	0.06141917967
89	0.06137920664
90	0.0613400879
91	0.06131097168
92	0.06127498421
93	0.06124056245
94	0.06116679415
95	0.06112275423
96	0.06108327032
97	0.06104965875
98	0.06101134378
99	0.06095484937
100	0.06090658933
101	0.06084797059
102	0.06081025491
103	0.0607374831
104	0.06069889207
105	0.06065332674
106	0.06063197551
107	0.06059797917
108	0.0605321024
109	0.06047347846
110	0.06042599306
111	0.06034024744
112	0.06031755521
113	0.06028850228
114	0.0602564978
115	0.06021073525
116	0.06018259521
117	0.06016385199
118	0.06012993777
119	0.06008738397
120	0.06002583431
121	0.0599860481
122	0.05994172546
123	0.05988297251
124	0.05984031023
125	0.0598145211
126	0.05973546406
127	0.05969406247
128	0.05965467828
129	0.05961330763
130	0.05957442591
131	0.05953630181
132	0.05949881059
133	0.05945695332
134	0.05942590749
135	0.05940124309
136	0.0593604644
137	0.05934313387
138	0.05929107165
139	0.0592481765
140	0.05919419949
141	0.0591570763
142	0.05912208307
143	0.05910018025
144	0.05905508574
145	0.05901798623
146	0.05894358613
147	0.05892376502
148	0.05888836455
149	0.05886304804
150	0.05883180766
151	0.05878917319
152	0.05874841622
153	0.05870977489
154	0.05864884427
155	0.05860305886
156	0.0585746584
157	0.05855711123
158	0.05850599855
159	0.05847474999
160	0.05843214966
161	0.05835902714
162	0.05833451639
163	0.05826534481
164	0.05823587453
165	0.05818403214
166	0.05815397657
167	0.05811740187
168	0.0580810042
169	0.05804608156
170	0.05800014952
171	0.05797296412
172	0.05792947534
173	0.05789777896
174	0.0578679047
175	0.05784539945
176	0.05779771475
177	0.05777162337
178	0.05774935386
179	0.05773845534
180	0.05771320855
181	0.0576968574
182	0.05767286391
183	0.05763677929
184	0.05760321419
185	0.05758049147
186	0.05756052915
187	0.05753004934
188	0.05749314505
189	0.0574482977
190	0.05742970241
191	0.05740587414
192	0.05736573553
193	0.05732575103
194	0.05729827351
195	0.05727054268
196	0.05723359334
197	0.057196123
198	0.05716812052
199	0.05710722338
200	0.05705738832
201	0.0570270561
202	0.05699672444
203	0.05696801289
204	0.05689994975
205	0.05685856451
206	0.05679672181
207	0.0567765496
208	0.05674275744
209	0.05671655272
210	0.05668982129
211	0.05666699401
212	0.05663042353
213	0.05660647947
214	0.05659245552
215	0.05656493732
216	0.0565370242
217	0.05649697437
218	0.05645744866
219	0.05642089031
220	0.05639369593
221	0.05636536292
222	0.05631748605
223	0.05629544624
224	0.05627492698
225	0.05625181698
226	0.05621483793
227	0.0561803111
228	0.05614782376
229	0.05612033124
230	0.05609353367
231	0.05606241044
232	0.05604141362
233	0.05601404874
234	0.05597171514
235	0.05595021437
236	0.05592114414
237	0.05589478689
238	0.05587271315
239	0.05581691007
240	0.05579199076
241	0.05576754645
242	0.05575702307
243	0.05573405436
244	0.0557127303
245	0.05566783268
246	0.05564762613
247	0.05562522745
248	0.05555933583
249	0.0555224784
250	0.05548566576
251	0.05546473755
252	0.05543805512
253	0.05542491948
254	0.05540465412
255	0.05538884599
256	0.05537650327
257	0.05534254408
258	0.05529391463
259	0.05526282043
260	0.0552360659
261	0.05520172701
262	0.05517879673
263	0.0551597584
264	0.05514735329
265	0.05512246108
266	0.05510691183
267	0.05509135418
268	0.05507350786
269	0.05504313255
270	0.05500890024
271	0.05497148974
272	0.05492844254
273	0.05490195824
274	0.0548639079
275	0.05483608827
276	0.05479795893
277	0.05476279451
278	0.05474342302
279	0.05472306587
280	0.05468485565
281	0.05466450762
282	0.05464441919
283	0.05463171102
284	0.05461063951
285	0.05458238966
286	0.0545520309
287	0.05452596376
288	0.05450307257
289	0.0544798032
290	0.05445595598
291	0.05443598172
292	0.05441507507
293	0.0543963972
294	0.05436714704
295	0.05433121734
296	0.05430438141
297	0.05427007993
298	0.05424188943
299	0.05420866513
300	0.05418549193
301	0.05417108668
302	0.05415283815
303	0.05414122072
304	0.05412398954
305	0.05410163595
306	0.05406474373
307	0.05403681287
308	0.05401675767
309	0.05399264079
310	0.05397307982
311	0.0539538497
312	0.05392728938
313	0.05390831611
314	0.05387070886
315	0.05385547478
316	0.05383376956
317	0.05381925333
318	0.05379749936
319	0.05377729642
320	0.05374972249
321	0.05371846553
322	0.05368874943
323	0.05366384888
324	0.05363596461
325	0.05360260776
326	0.05357839619
327	0.05355663713
328	0.053513733
329	0.05346719482
330	0.05344579076
331	0.05342991617
332	0.05341120636
333	0.05339367655
334	0.05336985441
335	0.05336452233
336	0.05334082381
337	0.05332299183
338	0.053291566
339	0.05324082655
340	0.05322323001
341	0.05320408611
342	0.05317872203
343	0.05316448415
344	0.05315465051
345	0.0531306844
346	0.05311608081
347	0.05309423366
348	0.05307398837
349	0.05305341525
350	0.0530361233
351	0.05301701637
352	0.05299392787
