iter	Logloss
196	0.1467217625
197	0.1463970202
198	0.1462521953
199	0.1462521487
200	0.1462380502
201	0.1460675742
202	0.1460589119
203	0.1459306765
204	0.1456492229
205	0.1456445189
206	0.1455743538
207	0.1455315389
208	0.1454077622
209	0.1453891605
210	0.1452693057
211	0.1452646979
212	0.1452363698
213	0.1450793455
214	0.1448553399
215	0.1444043653
216	0.1443057765
217	0.1441405764
218	0.1439704178
219	0.1438839509
220	0.1437842946
221	0.1437155987
222	0.1436547543
223	0.1436185609
224	0.1434987022
225	0.1434332822
226	0.1432879056
227	0.1431291916
228	0.1430711861
229	0.1430170557
230	0.142807111
231	0.1426002148
232	0.1424898386
233	0.1423124387
234	0.1416674868
235	0.1404974773
236	0.1404332113
237	0.1402492804
238	0.1400066438
239	0.1396382962
240	0.1396235653
241	0.1396009944
242	0.1394346116
243	0.139395271
244	0.1392075212
245	0.1390685698
246	0.1388597705
247	0.1388466275
248	0.138560527
249	0.1383511104
250	0.1382015881
251	0.137937386
252	0.1378305401
253	0.1377125111
254	0.1376911168
255	0.1373654402
256	0.137147079
257	0.1369241542
258	0.1369144405
259	0.1369052121
260	0.1366754205
261	0.1366268397
262	0.1365567704
263	0.1365486982
264	0.1364435321
265	0.1364243457
266	0.1362334275
267	0.1362323105
268	0.1360855047
269	0.1357812928
270	0.1357604978
271	0.1357166636
272	0.1355245134
273	0.1353380917
274	0.1352135559
275	0.1350471899
276	0.1349928532
277	0.1349789449
278	0.1349175051
279	0.1341062914
280	0.1337886035
281	0.133729899
282	0.1334521689
283	0.1334294508
284	0.1331786698
285	0.1329805633
286	0.1328318625
287	0.1323108372
288	0.1322252571
289	0.1321772115
290	0.1321363475
291	0.1318728969
292	0.1317256736
293	0.131597775
294	0.131384455
295	0.1313166051
296	0.1313064017
297	0.1312888255
298	0.1311821586
299	0.1311582732
300	0.1311464039
301	0.1309679066
302	0.1307925478
303	0.1304221417
304	0.1303714489
305	0.1301921592
306	0.1300218089
307	0.1299853835
308	0.1299598775
309	0.1298308992
310	0.1295806374
311	0.1291932974
312	0.1290735398
313	0.1289033392
314	0.128806191
315	0.1278042597
316	0.1277738649
317	0.127622229
318	0.1274062728
319	0.1272707732
320	0.1272437735
321	0.1270425697
322	0.1268435301
323	0.1267109161
324	0.1267076552
325	0.1266373508
326	0.1265064333
327	0.1264752985
328	0.1264522677
329	0.1263504948
330	0.1263167215
331	0.1260379466
332	0.125921283
333	0.1256993425
334	0.125450737
335	0.1252429129
336	0.125198021
337	0.125100435
338	0.1250832149
339	0.1250460891
340	0.1248044381
341	0.1247866418
342	0.1247813361
343	0.1246635896
344	0.1245591041
345	0.124450677
346	0.1244386418
347	0.1244315342
348	0.1239199806
349	0.1237529342
350	0.1236979683
351	0.1234500316
352	0.1234127128
353	0.1233152022
354	0.1232142299
355	0.1231428442
356	0.1225080716
357	0.1224987806
358	0.1224890466
359	0.1223899264
360	0.1219354138
361	0.1218664332
362	0.1218481762
363	0.1218352108
364	0.1217953906
365	0.1216346819
366	0.1216121569
367	0.121583758
368	0.1215055812
369	0.1215036784
370	0.1214615924
371	0.1214558329
372	0.1214326946
373	0.1213330316
374	0.1212502348
375	0.1211652873
376	0.1211478413
377	0.1211428818
378	0.1210734072
379	0.1209629202
380	0.1205595037
381	0.1205574939
382	0.1204997951
383	0.1204634499
384	0.1204177741
385	0.1203422515
386	0.12031651
387	0.1202349389
388	0.1201502997
389	0.120123014
390	0.1193717944
391	0.1193122134
392	0.1192028444
393	0.1192027966
394	0.1191111667
395	0.1190559979
396	0.1189402123
397	0.1187508435
398	0.1187320543
399	0.1187124464
